date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:14:26	156867/156867	---M-Z	200	added ('OK')	text/html	etag:%22264c3-546d524dd1400-gzip%22	http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html	(from )
02:14:26	30/30	---M--	200	added ('OK')	text/plain	date:Tue,%2027%20Aug%202019%2019:44:18%20GMT	http://html.kodesolution.live/robots.txt		(from )
02:14:26	547/547	---M--	200	added ('OK')	image/png	etag:%22223-53bd8e7b61d80%22	http://html.kodesolution.live/s/studypress/v6.0/demo/images/favicon.png	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/images/favicon.png	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
02:14:26	547/547	---M--	200	added ('OK')	image/png	etag:%22223-53bd8e7d4a200%22	http://html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon.png	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon.png	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
02:14:27	1014/1014	---M--	200	added ('OK')	image/png	etag:%223f6-53bd8e7f32680%22	http://html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon-72x72.png	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon-72x72.png	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
02:14:27	1166/1166	---M--	200	added ('OK')	image/png	etag:%2248e-53bd8e7b61d80%22	http://html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon-114x114.png	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon-114x114.png	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
02:14:27	1346/1346	---M--	200	added ('OK')	image/png	etag:%22542-53bd8e7b61d80%22	http://html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon-144x144.png	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/images/apple-touch-icon-144x144.png	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
02:14:27	121260/121260	---M-Z	200	added ('OK')	text/css	etag:%221d9ac-5255d83faef00-gzip%22	http://html.kodesolution.live/s/studypress/v6.0/demo/css/bootstrap.min.css	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/css/bootstrap.min.css	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
02:14:27	29279/29279	---M-Z	200	added ('OK')	text/css	etag:%22725f-5301dd6791e80-gzip%22	http://html.kodesolution.live/s/studypress/v6.0/demo/css/jquery-ui.min.css	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/css/jquery-ui.min.css	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
02:14:28	88597/88597	---M-Z	200	added ('OK')	text/css	etag:%2215a15-530f797d61b80-gzip%22	http://html.kodesolution.live/s/studypress/v6.0/demo/css/animate.css	C:/Users/rida.kabbani/Desktop/lnh%20academy/website/8/studypress_v6.0/html.kodesolution.live/s/studypress/v6.0/demo/css/animate.css	(from http://html.kodesolution.live/s/studypress/v6.0/demo/index-mp-layout9.html)
